1767643302.461387 server started (3948): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1767643302.461420 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:29 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6000
1767643302.461425 using libevent 2.1.12-stable select
1767643302.461432 using utf8proc 2.11.2
1767643302.461436 using ncurses 6.5 20240427
1767643302.680732 cmd_parse_build_commands 0:2: %%
1767643302.680736 args_parse_flags: next -N
1767643302.680738 args_parse_flag_argument: -N = %%
1767643302.680741 args_parse: flags end at 3 of 3
1767643302.680746 cmd_parse_build_commands: send-keys -N "%%"
1767643302.680749 args_parse_flags: next -Np(repeat)
1767643302.680751 args_parse_flags: -N
1767643302.680754 args_parse_flag_argument: -p = (repeat)
1767643302.680756 args_parse_flags: next -I5
1767643302.680759 args_parse_flag_argument: -I = 5
1767643302.680761 args_parse: flags end at 3 of 4
1767643302.680765 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.680771 cmd_parse_build_commands: command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" }
1767643302.680774 args_parse_flags: next -Tcopy-mode
1767643302.680777 args_parse_flag_argument: -T = copy-mode
1767643302.680779 args_parse_flags: next M-5
1767643302.680781 args_parse: flags end at 2 of 4
1767643302.680784 args_parse: 2 = M-5 (type STRING)
1767643302.680790 args_parse: 3 = command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.680799 cmd_parse_build_commands: bind-key -T copy-mode M-5 { command-prompt -N -I 5 -p (repeat) { send-keys -N "%%" } }
1767643302.680804 cmdq_get_command: [bind-key/0x139909400] group 1792
1767643302.680806 cmdq_append <global>: [bind-key/0x139909400]
1767643302.680809 yylex_token: end at WS
1767643302.680811 yylex_token: bind
1767643302.680814 yylex_token: end at WS
1767643302.680816 yylex_token: -Tcopy-mode
1767643302.680819 yylex_token: end at WS
1767643302.680822 yylex_token: M-6
1767643302.680825 yylex_token: end at WS
1767643302.680831 yylex_token: command-prompt
1767643302.680834 yylex_token: end at WS
1767643302.680836 yylex_token: -Np(repeat)
1767643302.680839 yylex_token: end at WS
1767643302.680842 yylex_token: -I6
1767643302.680844 yylex_token: end at WS
1767643302.680847 yylex_token: send
1767643302.680849 yylex_token: end at WS
1767643302.680857 yylex_token: -N
1767643302.680860 yylex_token: end at WS
1767643302.680862 yylex_token: %%
1767643302.680865 cmd_parse_build_commands 0:0: bind
1767643302.680868 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.680870 cmd_parse_build_commands 0:2: M-6
1767643302.680873 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.680875 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.680877 cmd_parse_build_commands 0:3 0:2: -I6
1767643302.680880 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.680882 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.680885 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.680888 cmd_parse_build_commands 0:0: command-prompt
1767643302.680890 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.680893 cmd_parse_build_commands 0:2: -I6
1767643302.680895 cmd_parse_build_commands 0:3 0:0: send
1767643302.680898 cmd_parse_build_commands 0:3 0:1: -N
1767643302.680900 cmd_parse_build_commands 0:3 0:2: %%
1767643302.680903 cmd_parse_build_commands 0:0: send
1767643302.680906 cmd_parse_build_commands 0:1: -N
1767643302.680908 cmd_parse_build_commands 0:2: %%
1767643302.680912 args_parse_flags: next -N
1767643302.680915 args_parse_flag_argument: -N = %%
1767643302.680918 args_parse: flags end at 3 of 3
1767643302.681962 cmd_parse_build_commands: send-keys -N "%%"
1767643302.681976 args_parse_flags: next -Np(repeat)
1767643302.681979 args_parse_flags: -N
1767643302.681982 args_parse_flag_argument: -p = (repeat)
1767643302.681985 args_parse_flags: next -I6
1767643302.681988 args_parse_flag_argument: -I = 6
1767643302.681992 args_parse: flags end at 3 of 4
1767643302.681997 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.682005 cmd_parse_build_commands: command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" }
1767643302.682008 args_parse_flags: next -Tcopy-mode
1767643302.682012 args_parse_flag_argument: -T = copy-mode
1767643302.682014 args_parse_flags: next M-6
1767643302.682016 args_parse: flags end at 2 of 4
1767643302.682019 args_parse: 2 = M-6 (type STRING)
1767643302.682026 args_parse: 3 = command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.682036 cmd_parse_build_commands: bind-key -T copy-mode M-6 { command-prompt -N -I 6 -p (repeat) { send-keys -N "%%" } }
1767643302.682041 cmdq_get_command: [bind-key/0x139c05900] group 1804
1767643302.682044 cmdq_append <global>: [bind-key/0x139c05900]
1767643302.682048 yylex_token: end at WS
1767643302.682051 yylex_token: bind
1767643302.682055 yylex_token: end at WS
1767643302.682058 yylex_token: -Tcopy-mode
1767643302.682060 yylex_token: end at WS
1767643302.682063 yylex_token: M-7
1767643302.682065 yylex_token: end at WS
1767643302.682067 yylex_token: command-prompt
1767643302.682075 yylex_token: end at WS
1767643302.682079 yylex_token: -Np(repeat)
1767643302.682082 yylex_token: end at WS
1767643302.682084 yylex_token: -I7
1767643302.682086 yylex_token: end at WS
1767643302.682089 yylex_token: send
1767643302.682091 yylex_token: end at WS
1767643302.682174 yylex_token: -N
1767643302.682182 yylex_token: end at WS
1767643302.682185 yylex_token: %%
1767643302.682191 cmd_parse_build_commands 0:0: bind
1767643302.682194 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.682197 cmd_parse_build_commands 0:2: M-7
1767643302.682200 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.682202 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.682205 cmd_parse_build_commands 0:3 0:2: -I7
1767643302.682208 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.682269 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.682273 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.682278 cmd_parse_build_commands 0:0: command-prompt
1767643302.682281 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.682294 cmd_parse_build_commands 0:2: -I7
1767643302.682303 cmd_parse_build_commands 0:3 0:0: send
1767643302.682307 cmd_parse_build_commands 0:3 0:1: -N
1767643302.682309 cmd_parse_build_commands 0:3 0:2: %%
1767643302.682313 cmd_parse_build_commands 0:0: send
1767643302.682316 cmd_parse_build_commands 0:1: -N
1767643302.682318 cmd_parse_build_commands 0:2: %%
1767643302.682323 args_parse_flags: next -N
1767643302.682326 args_parse_flag_argument: -N = %%
1767643302.682334 args_parse: flags end at 3 of 3
1767643302.682340 cmd_parse_build_commands: send-keys -N "%%"
1767643302.682343 args_parse_flags: next -Np(repeat)
1767643302.682346 args_parse_flags: -N
1767643302.682348 args_parse_flag_argument: -p = (repeat)
1767643302.682351 args_parse_flags: next -I7
1767643302.682363 args_parse_flag_argument: -I = 7
1767643302.682368 args_parse: flags end at 3 of 4
1767643302.682381 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.682391 cmd_parse_build_commands: command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" }
1767643302.682394 args_parse_flags: next -Tcopy-mode
1767643302.682397 args_parse_flag_argument: -T = copy-mode
1767643302.682399 args_parse_flags: next M-7
1767643302.682402 args_parse: flags end at 2 of 4
1767643302.682405 args_parse: 2 = M-7 (type STRING)
1767643302.682414 args_parse: 3 = command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.682425 cmd_parse_build_commands: bind-key -T copy-mode M-7 { command-prompt -N -I 7 -p (repeat) { send-keys -N "%%" } }
1767643302.682430 cmdq_get_command: [bind-key/0x139817f10] group 1816
1767643302.682433 cmdq_append <global>: [bind-key/0x139817f10]
1767643302.682479 yylex_token: end at WS
1767643302.682484 yylex_token: bind
1767643302.682493 yylex_token: end at WS
1767643302.682497 yylex_token: -Tcopy-mode
1767643302.682500 yylex_token: end at WS
1767643302.682502 yylex_token: M-8
1767643302.682506 yylex_token: end at WS
1767643302.682508 yylex_token: command-prompt
1767643302.682511 yylex_token: end at WS
1767643302.682514 yylex_token: -Np(repeat)
1767643302.682516 yylex_token: end at WS
1767643302.682518 yylex_token: -I8
1767643302.682521 yylex_token: end at WS
1767643302.682524 yylex_token: send
1767643302.682554 yylex_token: end at WS
1767643302.682559 yylex_token: -N
1767643302.682563 yylex_token: end at WS
1767643302.682594 yylex_token: %%
1767643302.682601 cmd_parse_build_commands 0:0: bind
1767643302.682605 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.682609 cmd_parse_build_commands 0:2: M-8
1767643302.682612 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.682615 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.682617 cmd_parse_build_commands 0:3 0:2: -I8
1767643302.682620 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.682623 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.682626 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.682630 cmd_parse_build_commands 0:0: command-prompt
1767643302.682633 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.682635 cmd_parse_build_commands 0:2: -I8
1767643302.682638 cmd_parse_build_commands 0:3 0:0: send
1767643302.682640 cmd_parse_build_commands 0:3 0:1: -N
1767643302.682643 cmd_parse_build_commands 0:3 0:2: %%
1767643302.682646 cmd_parse_build_commands 0:0: send
1767643302.682649 cmd_parse_build_commands 0:1: -N
1767643302.682691 cmd_parse_build_commands 0:2: %%
1767643302.682697 args_parse_flags: next -N
1767643302.682700 args_parse_flag_argument: -N = %%
1767643302.682703 args_parse: flags end at 3 of 3
1767643302.682707 cmd_parse_build_commands: send-keys -N "%%"
1767643302.682711 args_parse_flags: next -Np(repeat)
1767643302.682713 args_parse_flags: -N
1767643302.682716 args_parse_flag_argument: -p = (repeat)
1767643302.682761 args_parse_flags: next -I8
1767643302.682765 args_parse_flag_argument: -I = 8
1767643302.682768 args_parse: flags end at 3 of 4
1767643302.682780 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.682788 cmd_parse_build_commands: command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" }
1767643302.682799 args_parse_flags: next -Tcopy-mode
1767643302.682801 args_parse_flag_argument: -T = copy-mode
1767643302.682804 args_parse_flags: next M-8
1767643302.682808 args_parse: flags end at 2 of 4
1767643302.682810 args_parse: 2 = M-8 (type STRING)
1767643302.682816 args_parse: 3 = command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.682859 cmd_parse_build_commands: bind-key -T copy-mode M-8 { command-prompt -N -I 8 -p (repeat) { send-keys -N "%%" } }
1767643302.682865 cmdq_get_command: [bind-key/0x139909970] group 1828
1767643302.682868 cmdq_append <global>: [bind-key/0x139909970]
1767643302.682871 yylex_token: end at WS
1767643302.682874 yylex_token: bind
1767643302.682876 yylex_token: end at WS
1767643302.682879 yylex_token: -Tcopy-mode
1767643302.682882 yylex_token: end at WS
1767643302.682884 yylex_token: M-9
1767643302.682887 yylex_token: end at WS
1767643302.682889 yylex_token: command-prompt
1767643302.682892 yylex_token: end at WS
1767643302.682895 yylex_token: -Np(repeat)
1767643302.682897 yylex_token: end at WS
1767643302.682899 yylex_token: -I9
1767643302.682902 yylex_token: end at WS
1767643302.682904 yylex_token: send
1767643302.682907 yylex_token: end at WS
1767643302.682909 yylex_token: -N
1767643302.682912 yylex_token: end at WS
1767643302.682914 yylex_token: %%
1767643302.682918 cmd_parse_build_commands 0:0: bind
1767643302.682920 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.682923 cmd_parse_build_commands 0:2: M-9
1767643302.682925 cmd_parse_build_commands 0:3 0:0: command-prompt
1767643302.682928 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1767643302.682931 cmd_parse_build_commands 0:3 0:2: -I9
1767643302.682933 cmd_parse_build_commands 0:3 0:3 0:0: send
1767643302.682936 cmd_parse_build_commands 0:3 0:3 0:1: -N
1767643302.682938 cmd_parse_build_commands 0:3 0:3 0:2: %%
1767643302.682942 cmd_parse_build_commands 0:0: command-prompt
1767643302.682944 cmd_parse_build_commands 0:1: -Np(repeat)
1767643302.682947 cmd_parse_build_commands 0:2: -I9
1767643302.682949 cmd_parse_build_commands 0:3 0:0: send
1767643302.682952 cmd_parse_build_commands 0:3 0:1: -N
1767643302.682954 cmd_parse_build_commands 0:3 0:2: %%
1767643302.682957 cmd_parse_build_commands 0:0: send
1767643302.682960 cmd_parse_build_commands 0:1: -N
1767643302.682962 cmd_parse_build_commands 0:2: %%
1767643302.682966 args_parse_flags: next -N
1767643302.682969 args_parse_flag_argument: -N = %%
1767643302.682971 args_parse: flags end at 3 of 3
1767643302.682975 cmd_parse_build_commands: send-keys -N "%%"
1767643302.682979 args_parse_flags: next -Np(repeat)
1767643302.682981 args_parse_flags: -N
1767643302.682984 args_parse_flag_argument: -p = (repeat)
1767643302.682987 args_parse_flags: next -I9
1767643302.682990 args_parse_flag_argument: -I = 9
1767643302.682992 args_parse: flags end at 3 of 4
1767643302.682996 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1767643302.683003 cmd_parse_build_commands: command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1767643302.683006 args_parse_flags: next -Tcopy-mode
1767643302.683008 args_parse_flag_argument: -T = copy-mode
1767643302.683011 args_parse_flags: next M-9
1767643302.683013 args_parse: flags end at 2 of 4
1767643302.683015 args_parse: 2 = M-9 (type STRING)
1767643302.683022 args_parse: 3 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1767643302.683031 cmd_parse_build_commands: bind-key -T copy-mode M-9 { command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } }
1767643302.683035 cmdq_get_command: [bind-key/0x13990a230] group 1840
1767643302.683038 cmdq_append <global>: [bind-key/0x13990a230]
1767643302.683040 yylex_token: end at WS
1767643302.683043 yylex_token: bind
1767643302.683045 yylex_token: end at WS
1767643302.683048 yylex_token: -Tcopy-mode
1767643302.683050 yylex_token: end at WS
1767643302.683052 yylex_token: M-<
1767643302.683055 yylex_token: end at WS
1767643302.683057 yylex_token: send
1767643302.683060 yylex_token: end at WS
1767643302.683063 yylex_token: -X
1767643302.683069 yylex_token: end at WS
1767643302.683072 yylex_token: history-top
1767643302.683075 cmd_parse_build_commands 0:0: bind
1767643302.683077 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.683079 cmd_parse_build_commands 0:2: M-<
1767643302.683082 cmd_parse_build_commands 0:3 0:0: send
1767643302.683084 cmd_parse_build_commands 0:3 0:1: -X
1767643302.683086 cmd_parse_build_commands 0:3 0:2: history-top
1767643302.683089 cmd_parse_build_commands 0:0: send
1767643302.683092 cmd_parse_build_commands 0:1: -X
1767643302.683094 cmd_parse_build_commands 0:2: history-top
1767643302.683097 args_parse_flags: next -X
1767643302.683100 args_parse_flags: -X
1767643302.683102 args_parse_flags: next history-top
1767643302.683104 args_parse: flags end at 2 of 3
1767643302.683107 args_parse: 2 = history-top (type STRING)
1767643302.683112 cmd_parse_build_commands: send-keys -X history-top
1767643302.683114 args_parse_flags: next -Tcopy-mode
1767643302.683117 args_parse_flag_argument: -T = copy-mode
1767643302.683119 args_parse_flags: next M-<
1767643302.683121 args_parse: flags end at 2 of 4
1767643302.683124 args_parse: 2 = M-< (type STRING)
1767643302.683128 args_parse: 3 = send-keys -X history-top (type COMMANDS)
1767643302.683135 cmd_parse_build_commands: bind-key -T copy-mode M-< { send-keys -X history-top }
1767643302.683139 cmdq_get_command: [bind-key/0x13990a600] group 1852
1767643302.683141 cmdq_append <global>: [bind-key/0x13990a600]
1767643302.683144 yylex_token: end at WS
1767643302.683146 yylex_token: bind
1767643302.683149 yylex_token: end at WS
1767643302.683151 yylex_token: -Tcopy-mode
1767643302.683154 yylex_token: end at WS
1767643302.683157 yylex_token: M->
1767643302.683159 yylex_token: end at WS
1767643302.683161 yylex_token: send
1767643302.683164 yylex_token: end at WS
1767643302.683166 yylex_token: -X
1767643302.683169 yylex_token: end at WS
1767643302.683171 yylex_token: history-bottom
1767643302.683174 cmd_parse_build_commands 0:0: bind
1767643302.683177 cmd_parse_build_commands 0:1: -Tcopy-mode
1767643302.683180 cmd_parse_build_commands 0:2: M->
1767643302.683182 cmd_parse_build_commands 0:3 0:0: send
1767643302.683184 cmd_parse_build_commands 0:3 0:1: -X
1767643302.683186 cmd_parse_build_commands 0:3 0:2: history-bottom
1767643302.683189 cmd_parse_build_commands 0:0: send
1767643302.683192 cmd_parse_build_commands 0:1: -X
1767643302.683194 cmd_parse_build_commands 0:2: history-bottom
1767643302.683197 args_parse_flags: next -X
1767643302.683199 args_parse_flags: -X
1767643302.683202 args_parse_flags: next history-bottom
1767643302.683270 args_parse: flags end at 2 of 3
1767643302.683274 args_parse: 2 = history-bottom (type STRING)
1767643302.683280 cmd_parse_build_commands: send-keys -X history-bottom
1767643302.683283 args_parse_flags: next -Tcopy-mode
1767643302.683286 args_parse_flag_argument: -T = copy-mode
1767643302.683289 args_parse_flags: next M->
1767643302.683291 args_parse: flags end at 2 of 4
1767643302.683294 args_parse: 2 = M-> (type STRING)
1767643302.683299 args_parse: 3 = send-keys -X history-bottom (type COMMANDS)
1767643302.683307 cmd_parse_build_commands: bind-key -T copy-mode M-> { send-keys -X history-bottom }
1767643302.683312 cmdq_get_command: [bind-key/0x139c05d10] group 1860
1767643302.683315 cmdq_append <global>: [bind-key/0x139c05d10]
1767643302.683318 yylex_token: end at WS
1767643302.683321 yylex_token: bind
1767643302.683326 yylex_token: end at WS
1767643302.683329 yylex_token: -Tcopy-mode
1767643302.683333 yylex_token: end at WS
1767643302.683337 yylex_token: M-R
1767643302.683340 yylex_token: end at WS
1767643302.683342 yylex_token: send
